recency,history_segment,history,mens,womens,newbie,segment,visit,conversion,spend,treatment,zip_code_Surburban,zip_code_Urban,channel_Phone,channel_Web,ite
10,3) $200 - $350,267.19,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,True,0.011138054290736655
5,1) $0 - $100,61.28,1,0,1,Mens E-Mail,0,0,0.0,1,True,False,True,False,0.0027024228785286247
5,3) $200 - $350,289.65,1,0,0,No E-Mail,0,0,0.0,0,True,False,False,False,0.005184672251678489
11,1) $0 - $100,49.96,0,1,0,Mens E-Mail,0,0,0.0,1,False,False,True,False,0.0026371024407473285
5,2) $100 - $200,156.71,0,1,0,Mens E-Mail,0,0,0.0,1,True,False,True,False,0.003171577042416353
7,1) $0 - $100,29.99,1,0,1,No E-Mail,0,0,0.0,0,True,False,True,False,0.0027823575870145893
1,3) $200 - $350,261.88,0,1,1,Womens E-Mail,0,0,0.0,1,True,False,True,False,0.00493892957216123
1,4) $350 - $500,469.26,1,0,0,No E-Mail,0,0,0.0,0,True,False,False,True,0.003647523100898174
3,1) $0 - $100,29.99,1,0,0,Mens E-Mail,1,0,0.0,1,True,False,True,False,0.000634954415652807
10,1) $0 - $100,29.99,1,0,1,Mens E-Mail,0,0,0.0,1,True,False,True,False,0.003043867188169472
9,4) $350 - $500,356.24,0,1,0,Mens E-Mail,0,0,0.0,1,True,False,False,False,0.007714216453696851
3,4) $350 - $500,405.02,0,1,1,No E-Mail,0,0,0.0,0,True,False,False,True,0.007406724218548605
2,2) $100 - $200,185.98,1,0,0,Mens E-Mail,0,0,0.0,1,True,False,True,False,0.0010184218111783986
5,3) $200 - $350,287.97,1,0,0,Womens E-Mail,1,0,0.0,1,True,False,True,False,0.0015876453325220793
11,1) $0 - $100,29.99,1,0,0,Womens E-Mail,0,0,0.0,1,True,False,True,False,0.0013323133520658282
10,1) $0 - $100,92.66,1,0,0,Womens E-Mail,0,0,0.0,1,True,False,False,True,0.0032958124461502404
9,1) $0 - $100,31.26,1,0,1,Womens E-Mail,0,0,0.0,1,False,True,False,True,0.005160757381932533
8,3) $200 - $350,230.7,0,1,1,Womens E-Mail,1,0,0.0,1,False,True,False,False,0.009385644663908895
1,"7) $1,000 +",1453.71,0,1,1,Mens E-Mail,1,0,0.0,1,False,True,True,False,0.008873439567792494
10,2) $100 - $200,163.0,0,1,1,Mens E-Mail,0,0,0.0,1,False,True,True,False,0.00576376860729123
10,4) $350 - $500,356.25,0,1,0,Mens E-Mail,0,0,0.0,1,True,False,True,False,0.00420945829878904
8,1) $0 - $100,74.52,1,0,1,Womens E-Mail,1,0,0.0,1,False,True,False,True,0.005204107214727629
9,1) $0 - $100,29.99,0,1,1,No E-Mail,0,0,0.0,0,True,False,True,False,0.004936653436973307
9,1) $0 - $100,92.92,1,0,0,Womens E-Mail,0,0,0.0,1,False,True,True,False,0.001686480627995895
9,1) $0 - $100,29.99,1,0,0,Mens E-Mail,0,0,0.0,1,False,False,True,False,0.000422555125094226
5,5) $500 - $750,617.12,1,0,1,Womens E-Mail,0,0,0.0,1,False,False,True,False,0.003644028656645095
2,3) $200 - $350,244.28,1,0,0,Mens E-Mail,0,0,0.0,1,True,False,False,False,0.004786276871928001
5,3) $200 - $350,211.23,1,0,0,Mens E-Mail,0,0,0.0,1,True,False,True,False,0.001356113160394534
7,1) $0 - $100,34.11,1,0,0,No E-Mail,1,0,0.0,0,False,True,True,False,0.0013347053056359166
2,2) $100 - $200,173.95,0,1,0,Womens E-Mail,0,0,0.0,1,True,False,True,False,0.0029620822268684407
10,5) $500 - $750,561.28,1,0,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.00857742084746714
4,3) $200 - $350,260.86,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,True,0.010595936852180247
10,2) $100 - $200,162.46,1,0,0,Mens E-Mail,0,0,0.0,1,True,False,True,False,0.001644818580684463
1,2) $100 - $200,137.47,0,1,0,Womens E-Mail,0,0,0.0,1,True,False,True,False,0.002764848590736635
6,2) $100 - $200,126.57,0,1,0,Mens E-Mail,0,0,0.0,1,True,False,True,False,0.003167811547623777
1,1) $0 - $100,29.99,0,1,0,Womens E-Mail,1,0,0.0,1,True,False,False,True,0.004302158168402491
7,1) $0 - $100,35.26,1,0,0,No E-Mail,0,0,0.0,0,False,False,True,False,0.00026411550236850713
3,1) $0 - $100,29.99,1,0,0,Womens E-Mail,1,0,0.0,1,False,True,True,False,0.0009735953898249564
2,1) $0 - $100,83.73,1,0,1,Womens E-Mail,0,0,0.0,1,False,True,True,False,0.0028472881225944107
10,2) $100 - $200,155.89,0,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,True,0.0072652634307020835
3,2) $100 - $200,190.62,0,1,0,Mens E-Mail,0,0,0.0,1,True,False,True,False,0.0030995471331351607
10,2) $100 - $200,195.09,1,0,0,Mens E-Mail,0,0,0.0,1,True,False,True,False,0.0017432665188721335
3,4) $350 - $500,383.34,1,0,0,Womens E-Mail,0,0,0.0,1,False,True,False,True,0.003901274668840002
7,1) $0 - $100,29.99,0,1,0,Womens E-Mail,0,0,0.0,1,True,False,False,True,0.004825177370712258
9,2) $100 - $200,147.48,1,0,1,Womens E-Mail,0,0,0.0,1,False,False,True,False,0.002575757781901639
2,3) $200 - $350,268.97,0,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,True,0.007247719015818299
2,3) $200 - $350,238.34,0,1,1,Womens E-Mail,0,0,0.0,1,False,False,True,False,0.004219658437458891
9,1) $0 - $100,29.99,1,0,1,No E-Mail,0,0,0.0,0,False,True,True,False,0.0032953382952899935
3,3) $200 - $350,256.01,0,1,1,No E-Mail,0,0,0.0,0,True,False,True,False,0.005095558935527078
2,"7) $1,000 +",1159.61,0,1,1,Mens E-Mail,1,0,0.0,1,False,True,True,False,0.008073280638613848
1,4) $350 - $500,390.8,0,1,0,Womens E-Mail,1,0,0.0,1,True,False,False,True,0.005390757634461126
1,2) $100 - $200,164.95,1,0,0,Mens E-Mail,0,0,0.0,1,True,False,False,True,0.0027293897245607573
4,4) $350 - $500,384.49,1,1,1,No E-Mail,1,0,0.0,0,True,False,False,True,0.010630299819109588
4,3) $200 - $350,251.41,0,1,1,Womens E-Mail,0,0,0.0,1,True,False,True,False,0.005168850147486359
1,1) $0 - $100,58.98,0,1,1,No E-Mail,0,0,0.0,0,False,True,True,False,0.004665401172803552
1,"7) $1,000 +",1182.22,1,0,1,Mens E-Mail,1,0,0.0,1,False,False,False,False,0.008592269988492853
7,"6) $750 - $1,000",881.0,1,1,1,Mens E-Mail,1,0,0.0,1,True,False,False,True,0.012389829211547344
10,4) $350 - $500,357.81,1,0,0,Womens E-Mail,0,0,0.0,1,True,False,True,False,0.0022342088572692427
1,3) $200 - $350,339.99,1,1,0,Mens E-Mail,0,0,0.0,1,True,False,False,True,0.008435805612275643
8,5) $500 - $750,500.49,1,0,1,Womens E-Mail,1,0,0.0,1,False,True,True,False,0.0046277134762708165
2,3) $200 - $350,203.58,0,1,0,Mens E-Mail,0,0,0.0,1,False,False,True,False,0.0023160603753884074
3,1) $0 - $100,60.87,1,0,0,No E-Mail,1,0,0.0,0,True,False,False,True,0.0025897098017049966
2,4) $350 - $500,477.45,0,1,1,Womens E-Mail,1,0,0.0,1,False,True,False,False,0.009607094623346222
6,4) $350 - $500,453.27,1,0,1,Womens E-Mail,0,0,0.0,1,True,False,False,False,0.007564223549322305
2,5) $500 - $750,670.14,1,1,1,No E-Mail,0,0,0.0,0,True,False,False,True,0.01131779439525175
7,1) $0 - $100,29.99,1,0,1,No E-Mail,0,0,0.0,0,False,True,True,False,0.003120998561186739
6,1) $0 - $100,42.94,1,0,0,No E-Mail,0,0,0.0,0,False,True,True,False,0.001274176422163729
9,3) $200 - $350,331.46,0,1,0,No E-Mail,0,0,0.0,0,True,False,True,False,0.004047494549185394
2,1) $0 - $100,29.99,0,1,0,Womens E-Mail,0,0,0.0,1,True,False,True,False,0.0025277406644566417
1,3) $200 - $350,237.63,1,0,1,Mens E-Mail,1,0,0.0,1,True,False,False,True,0.004747396178175112
12,1) $0 - $100,29.99,0,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,True,0.007398391383297819
6,1) $0 - $100,29.99,1,0,0,No E-Mail,1,0,0.0,0,True,False,True,False,0.0008964640168076898
9,1) $0 - $100,70.98,0,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,True,0.006921911693239329
1,4) $350 - $500,393.14,0,1,1,Womens E-Mail,0,0,0.0,1,True,False,True,False,0.005334953978122418
12,1) $0 - $100,46.21,1,0,0,No E-Mail,0,0,0.0,0,False,False,False,True,0.0025945894419417753
2,1) $0 - $100,29.99,1,0,0,Mens E-Mail,0,0,0.0,1,True,False,False,True,0.0024093719195986563
1,1) $0 - $100,75.3,0,1,1,No E-Mail,0,0,0.0,0,True,False,False,True,0.006237586624217382
10,2) $100 - $200,140.79,1,0,0,No E-Mail,0,0,0.0,0,False,False,True,False,0.0008440195539354289
10,1) $0 - $100,29.99,0,1,0,Mens E-Mail,0,0,0.0,1,True,False,True,False,0.003225099600869663
3,2) $100 - $200,169.79,1,0,0,Mens E-Mail,1,0,0.0,1,False,False,False,True,0.002182913724631962
1,"7) $1,000 +",1257.54,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.015071880237637617
1,1) $0 - $100,96.38,1,0,1,Womens E-Mail,0,0,0.0,1,False,True,True,False,0.002798284557046737
12,2) $100 - $200,186.38,0,1,0,Womens E-Mail,0,0,0.0,1,False,True,False,True,0.006071511782293012
10,3) $200 - $350,209.46,1,0,1,No E-Mail,0,0,0.0,0,True,False,False,True,0.005446933304693802
7,1) $0 - $100,98.49,0,1,0,Mens E-Mail,1,0,0.0,1,False,True,False,True,0.005370489621803053
6,2) $100 - $200,194.56,1,0,0,Mens E-Mail,0,0,0.0,1,False,True,False,True,0.0035932163334006966
3,1) $0 - $100,94.13,0,1,0,No E-Mail,0,0,0.0,0,False,False,True,False,0.00207300876421017
9,1) $0 - $100,72.97,0,1,0,Mens E-Mail,0,0,0.0,1,True,False,True,False,0.0032676046459634866
5,2) $100 - $200,148.22,1,0,0,Womens E-Mail,0,0,0.0,1,True,False,False,True,0.0030275931276161887
12,1) $0 - $100,29.99,0,1,1,No E-Mail,0,0,0.0,0,True,False,False,True,0.007059750409125668
9,1) $0 - $100,29.99,0,1,1,Mens E-Mail,0,0,0.0,1,False,True,True,False,0.005275294411145458
11,2) $100 - $200,152.66,0,1,0,No E-Mail,0,0,0.0,0,True,False,False,True,0.005543964365044465
6,1) $0 - $100,29.99,1,0,1,Womens E-Mail,0,0,0.0,1,False,True,True,False,0.0030338286941351106
4,1) $0 - $100,29.99,0,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,True,0.0067010324468847965
9,2) $100 - $200,189.23,0,1,0,Mens E-Mail,1,0,0.0,1,True,False,False,True,0.005479959938925368
5,2) $100 - $200,184.62,1,0,0,Mens E-Mail,0,0,0.0,1,False,True,True,False,0.0016144691319563893
1,3) $200 - $350,320.14,1,0,0,Mens E-Mail,1,0,0.0,1,True,False,False,False,0.004927984129942774
1,4) $350 - $500,452.2,1,0,0,Mens E-Mail,0,0,0.0,1,True,False,True,False,0.001734464022101688
4,2) $100 - $200,116.02,1,0,0,Womens E-Mail,0,0,0.0,1,False,False,False,True,0.002107854182049785
5,1) $0 - $100,29.99,1,0,0,Mens E-Mail,1,0,0.0,1,False,True,True,False,0.0011479351239282111
8,1) $0 - $100,29.99,1,0,1,Mens E-Mail,0,0,0.0,1,True,False,True,False,0.0028695274540662175
9,2) $100 - $200,110.51,1,0,1,Mens E-Mail,0,0,0.0,1,False,True,True,False,0.0035382751013847288
1,1) $0 - $100,34.74,0,1,1,Mens E-Mail,0,0,0.0,1,False,True,True,False,0.00459226669466475
9,5) $500 - $750,512.89,0,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.010324209678897349
6,2) $100 - $200,159.27,0,1,0,Mens E-Mail,0,0,0.0,1,False,True,False,True,0.005466699027906393
4,5) $500 - $750,505.76,1,0,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.007886892312390613
4,3) $200 - $350,245.41,0,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,True,0.007012334924885123
7,1) $0 - $100,29.99,0,1,0,No E-Mail,1,0,0.0,0,True,False,True,False,0.00296358999971478
7,3) $200 - $350,209.28,1,0,1,No E-Mail,0,0,0.0,0,True,False,True,False,0.0033232932547334793
10,2) $100 - $200,134.32,1,0,0,No E-Mail,0,0,0.0,0,True,False,False,True,0.0034215047877039747
12,1) $0 - $100,29.99,1,0,1,Womens E-Mail,0,0,0.0,1,False,False,False,True,0.0043443758004018595
3,2) $100 - $200,197.68,1,0,1,Mens E-Mail,0,0,0.0,1,False,True,False,True,0.005139843784072416
11,1) $0 - $100,46.13,0,1,1,Mens E-Mail,0,0,0.0,1,True,False,True,False,0.005159689147857102
4,4) $350 - $500,392.91,0,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,True,0.007457357017520163
6,3) $200 - $350,279.94,0,1,0,Womens E-Mail,1,0,0.0,1,False,False,False,True,0.0047567128891253556
9,1) $0 - $100,48.12,0,1,0,Womens E-Mail,0,0,0.0,1,False,False,False,True,0.004318798615604612
8,1) $0 - $100,53.43,0,1,1,Mens E-Mail,0,0,0.0,1,False,False,True,False,0.0041847858760456404
10,1) $0 - $100,85.69,0,1,0,Mens E-Mail,0,0,0.0,1,True,False,True,False,0.0033931520114443866
11,2) $100 - $200,133.32,1,0,0,No E-Mail,0,0,0.0,0,False,False,False,True,0.0027702390629541366
2,4) $350 - $500,401.7,1,1,0,Mens E-Mail,1,0,0.0,1,True,False,True,False,0.00684757328349256
3,5) $500 - $750,557.77,1,0,1,No E-Mail,0,0,0.0,0,False,True,False,True,0.006226270938899205
9,1) $0 - $100,60.93,1,0,1,No E-Mail,0,0,0.0,0,False,True,True,False,0.0033886873362806934
8,3) $200 - $350,272.47,1,0,0,Mens E-Mail,0,0,0.0,1,False,False,True,False,0.0010669714073452724
10,2) $100 - $200,197.61,1,0,1,Mens E-Mail,1,1,300.8,1,False,False,False,True,0.004675762189467996
7,1) $0 - $100,29.99,0,1,0,Womens E-Mail,0,0,0.0,1,True,False,True,False,0.00296358999971478
3,3) $200 - $350,301.88,1,0,0,Mens E-Mail,1,0,0.0,1,False,True,False,True,0.003655501789748135
12,3) $200 - $350,336.13,0,1,0,No E-Mail,0,0,0.0,0,False,True,False,True,0.00652332234752757
2,2) $100 - $200,124.92,0,1,0,Mens E-Mail,0,0,0.0,1,True,False,True,False,0.0028141538661776203
2,1) $0 - $100,67.26,0,1,0,Mens E-Mail,0,0,0.0,1,True,False,True,False,0.002640187941693983
8,1) $0 - $100,39.33,0,1,1,Womens E-Mail,0,0,0.0,1,False,True,True,False,0.005216304248129158
6,2) $100 - $200,190.08,1,0,1,No E-Mail,0,0,0.0,0,True,False,False,True,0.005039782459163446
9,1) $0 - $100,69.3,0,1,0,Mens E-Mail,0,0,0.0,1,True,False,False,True,0.005118119263876417
5,"6) $750 - $1,000",825.27,0,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,False,0.010579370601246377
10,2) $100 - $200,126.79,1,0,0,No E-Mail,0,0,0.0,0,True,False,True,False,0.001537198661740111
7,3) $200 - $350,202.62,1,0,0,Womens E-Mail,0,0,0.0,1,True,False,True,False,0.0015044756726836357
9,3) $200 - $350,242.18,0,1,0,Mens E-Mail,0,0,0.0,1,True,False,True,False,0.0037781279564365372
3,"6) $750 - $1,000",760.11,1,1,1,No E-Mail,0,0,0.0,0,True,False,False,True,0.011676412653316088
7,1) $0 - $100,29.99,1,0,0,Womens E-Mail,0,0,0.0,1,True,False,True,False,0.0009836338838593171
10,1) $0 - $100,29.99,1,0,1,Womens E-Mail,0,0,0.0,1,True,False,False,True,0.00490545455916695
10,4) $350 - $500,492.11,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.013547031004725055
10,3) $200 - $350,298.67,1,0,1,Womens E-Mail,0,0,0.0,1,True,False,True,False,0.0038545013295198612
3,2) $100 - $200,198.82,1,0,0,Mens E-Mail,1,0,0.0,1,False,False,True,False,0.00040891273566292597
4,3) $200 - $350,276.63,0,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.008836899575528388
1,"7) $1,000 +",1623.19,1,0,1,Mens E-Mail,0,0,0.0,1,True,False,False,True,0.008927767775947353
7,5) $500 - $750,610.53,0,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,True,0.008714088662672533
1,2) $100 - $200,197.25,0,1,0,Mens E-Mail,0,0,0.0,1,True,False,False,True,0.004806798135955961
6,1) $0 - $100,29.99,0,1,0,No E-Mail,1,0,0.0,0,False,False,True,False,0.0021410016397948053
9,2) $100 - $200,152.47,0,1,0,Womens E-Mail,1,0,0.0,1,False,True,False,True,0.005707692356316067
2,4) $350 - $500,350.06,0,1,0,No E-Mail,0,0,0.0,0,False,False,False,True,0.004619592398109143
11,3) $200 - $350,258.45,1,0,1,Mens E-Mail,0,0,0.0,1,False,True,False,True,0.006020551822651075
5,1) $0 - $100,39.57,1,0,1,No E-Mail,0,0,0.0,0,True,False,True,False,0.0026369216606906124
6,3) $200 - $350,293.78,1,1,1,No E-Mail,1,0,0.0,0,True,False,False,True,0.010530958508989626
12,3) $200 - $350,247.92,1,1,0,No E-Mail,0,0,0.0,0,False,True,False,True,0.009455530825243436
10,1) $0 - $100,78.83,1,0,0,Mens E-Mail,0,0,0.0,1,False,True,False,True,0.0035927269420773554
2,4) $350 - $500,495.8,0,1,0,Womens E-Mail,1,0,0.0,1,False,True,True,False,0.004271776492664912
1,5) $500 - $750,532.76,0,1,1,No E-Mail,0,0,0.0,0,False,True,True,False,0.006094842305336631
2,2) $100 - $200,135.98,0,1,0,Mens E-Mail,1,0,0.0,1,False,True,False,True,0.0050477513255475425
11,1) $0 - $100,35.06,0,1,0,No E-Mail,0,0,0.0,0,False,True,True,False,0.0036662071336843525
9,1) $0 - $100,68.75,1,0,1,Womens E-Mail,0,0,0.0,1,False,False,False,True,0.004199808953894665
9,1) $0 - $100,55.46,0,1,0,Womens E-Mail,0,0,0.0,1,True,False,True,False,0.003214775243644574
1,1) $0 - $100,29.99,0,1,0,No E-Mail,0,0,0.0,0,False,True,False,True,0.004640799142574641
6,1) $0 - $100,29.99,1,0,1,Mens E-Mail,0,0,0.0,1,True,False,True,False,0.002695187719962961
2,5) $500 - $750,511.46,0,1,1,Womens E-Mail,1,0,0.0,1,False,True,True,False,0.006117747965112826
9,2) $100 - $200,129.87,0,1,0,Womens E-Mail,1,0,0.0,1,True,False,True,False,0.003439277575257952
9,2) $100 - $200,147.97,0,1,1,No E-Mail,0,0,0.0,0,True,False,False,True,0.007154198140100153
4,2) $100 - $200,194.55,0,1,1,No E-Mail,0,0,0.0,0,False,True,False,True,0.007197526247318843
10,2) $100 - $200,156.55,1,0,1,Womens E-Mail,1,0,0.0,1,True,False,False,True,0.005287298600142479
10,2) $100 - $200,182.34,1,0,1,No E-Mail,0,0,0.0,0,False,False,True,False,0.0027681037177617923
9,1) $0 - $100,91.21,1,0,1,Mens E-Mail,0,0,0.0,1,True,False,True,False,0.0031414041178033842
1,4) $350 - $500,467.57,1,0,0,No E-Mail,0,0,0.0,0,False,False,False,False,0.004637376532784149
4,1) $0 - $100,29.99,0,1,0,Womens E-Mail,0,0,0.0,1,True,False,True,False,0.0027020803985598973
6,3) $200 - $350,251.83,0,1,1,Womens E-Mail,1,0,0.0,1,False,True,False,True,0.007544685408311152
2,4) $350 - $500,350.11,0,1,0,Mens E-Mail,0,0,0.0,1,True,False,False,True,0.005355161745924146
4,2) $100 - $200,150.92,0,1,0,No E-Mail,0,0,0.0,0,True,False,False,True,0.004928525543539445
1,3) $200 - $350,287.62,0,1,1,No E-Mail,0,0,0.0,0,True,False,True,False,0.005016589698699711
2,3) $200 - $350,212.11,1,1,1,Mens E-Mail,0,0,0.0,1,True,False,True,False,0.008074285199917817
5,3) $200 - $350,320.09,0,1,0,No E-Mail,0,0,0.0,0,False,True,True,False,0.00400315164028147
9,1) $0 - $100,60.89,1,0,1,Mens E-Mail,0,0,0.0,1,False,True,True,False,0.0033885666523233676
5,2) $100 - $200,113.49,0,1,0,No E-Mail,1,0,0.0,0,True,False,True,False,0.003041178026526954
12,3) $200 - $350,204.88,0,1,0,Mens E-Mail,0,0,0.0,1,False,False,True,False,0.003191681274517739
4,2) $100 - $200,147.26,1,0,0,Mens E-Mail,0,0,0.0,1,True,False,False,True,0.0029375268455887667
2,2) $100 - $200,134.11,0,1,1,No E-Mail,0,0,0.0,0,False,True,True,False,0.004979245682700403
2,1) $0 - $100,94.71,1,0,0,Womens E-Mail,0,0,0.0,1,True,False,False,True,0.0026046385625501127
10,1) $0 - $100,62.9,0,1,1,Mens E-Mail,0,0,0.0,1,False,True,True,False,0.005461757004086028
11,1) $0 - $100,29.99,1,0,1,Womens E-Mail,0,0,0.0,1,True,False,False,True,0.004992624426218578
4,1) $0 - $100,65.63,0,1,1,Womens E-Mail,0,0,0.0,1,True,False,True,False,0.004608333507691527
5,"6) $750 - $1,000",833.4,0,1,1,No E-Mail,0,0,0.0,0,False,False,False,True,0.008138110300752992
6,1) $0 - $100,49.1,0,1,0,Mens E-Mail,0,0,0.0,1,False,True,False,True,0.005134305238444682
2,3) $200 - $350,278.74,1,1,0,Womens E-Mail,0,0,0.0,1,False,True,True,False,0.006815231772848408
8,3) $200 - $350,305.67,1,1,0,Womens E-Mail,1,0,0.0,1,False,False,False,True,0.008207029353384047
1,5) $500 - $750,711.88,0,1,1,Womens E-Mail,0,0,0.0,1,False,False,True,False,0.005561205599196395
10,1) $0 - $100,29.99,0,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,True,0.006885410675022412
9,2) $100 - $200,122.06,1,0,0,Mens E-Mail,0,0,0.0,1,True,False,False,True,0.0032973452877323086
1,5) $500 - $750,742.87,1,1,1,No E-Mail,1,0,0.0,0,True,False,True,False,0.009588470762608384
5,2) $100 - $200,184.36,1,0,0,Womens E-Mail,0,0,0.0,1,True,False,True,False,0.0012750437120616289
9,3) $200 - $350,231.94,1,0,0,Womens E-Mail,0,0,0.0,1,False,False,True,False,0.001031858254637591
9,1) $0 - $100,88.53,0,1,0,No E-Mail,0,0,0.0,0,True,False,True,False,0.0033145507053628166
4,3) $200 - $350,220.02,0,1,0,Womens E-Mail,0,0,0.0,1,True,False,False,True,0.005137007079817962
11,1) $0 - $100,29.99,0,1,1,Mens E-Mail,0,0,0.0,1,False,False,True,False,0.004375574678208215
6,3) $200 - $350,332.45,1,0,0,No E-Mail,0,0,0.0,0,True,False,False,True,0.0036706031311163137
9,3) $200 - $350,236.86,1,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,False,0.012351105660822675
11,3) $200 - $350,291.82,0,1,0,No E-Mail,0,0,0.0,0,True,False,False,True,0.005963823852577293
2,3) $200 - $350,262.39,0,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,True,0.007227866504838376
4,3) $200 - $350,254.34,1,1,0,Mens E-Mail,0,0,0.0,1,False,True,True,False,0.006915954292983563
7,2) $100 - $200,119.87,1,0,1,Womens E-Mail,0,0,0.0,1,False,True,True,False,0.003392175413295466
1,2) $100 - $200,160.38,1,0,0,No E-Mail,0,0,0.0,0,False,True,True,False,0.0011926551856110764
5,2) $100 - $200,114.96,1,0,0,Womens E-Mail,0,0,0.0,1,True,False,True,False,0.0010656570461031766
2,5) $500 - $750,694.52,1,0,1,Womens E-Mail,1,0,0.0,1,False,True,False,True,0.006551689350951591
6,2) $100 - $200,133.37,1,0,1,Womens E-Mail,0,0,0.0,1,False,True,True,False,0.003345736381840944
5,5) $500 - $750,580.62,0,1,1,No E-Mail,0,0,0.0,0,True,False,True,False,0.006249279154310063
8,3) $200 - $350,277.69,0,1,0,Mens E-Mail,0,0,0.0,1,False,False,False,True,0.004924264150629093
7,1) $0 - $100,55.07,1,0,1,No E-Mail,0,0,0.0,0,False,True,False,True,0.005058254773426838
8,"6) $750 - $1,000",849.3,1,1,1,Womens E-Mail,1,0,0.0,1,True,False,False,False,0.014111727864370396
3,1) $0 - $100,29.99,1,0,1,Mens E-Mail,0,0,0.0,1,True,False,False,True,0.004295265489805556
3,4) $350 - $500,492.71,0,1,0,Womens E-Mail,0,0,0.0,1,False,True,True,False,0.004349623524013201
10,2) $100 - $200,199.62,0,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,True,0.007735842141219523
12,1) $0 - $100,31.22,1,0,1,Womens E-Mail,0,0,0.0,1,True,False,False,True,0.005083505324957942
6,2) $100 - $200,129.81,0,1,0,Womens E-Mail,0,0,0.0,1,True,False,True,False,0.003177586948167082
3,1) $0 - $100,39.33,0,1,0,Womens E-Mail,0,0,0.0,1,False,True,False,True,0.004843318580713227
10,1) $0 - $100,29.99,0,1,0,Mens E-Mail,0,0,0.0,1,True,False,False,True,0.005086686971867141
7,"7) $1,000 +",1317.09,1,0,1,Womens E-Mail,0,0,0.0,1,True,False,True,False,0.006665665623831942
3,2) $100 - $200,163.65,1,0,1,Womens E-Mail,1,0,0.0,1,False,True,False,True,0.005037171907378379
9,1) $0 - $100,72.29,0,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,True,0.007264505067013865
4,1) $0 - $100,45.21,1,0,1,Mens E-Mail,0,0,0.0,1,False,True,False,True,0.004766996576791404
10,1) $0 - $100,29.99,0,1,0,Mens E-Mail,0,0,0.0,1,True,False,True,False,0.003225099600869663
3,3) $200 - $350,340.58,0,1,0,Womens E-Mail,0,0,0.0,1,False,True,True,False,0.0038906322633178217
10,3) $200 - $350,225.46,1,0,1,Womens E-Mail,0,0,0.0,1,True,False,False,False,0.007225577709574996
1,"6) $750 - $1,000",766.2,0,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.010391112073232681
1,4) $350 - $500,415.29,0,1,0,No E-Mail,0,0,0.0,0,False,True,False,False,0.007533658183456651
8,1) $0 - $100,31.36,0,1,1,Mens E-Mail,0,0,0.0,1,True,False,True,False,0.004853616995460053
4,1) $0 - $100,97.28,0,1,1,Mens E-Mail,0,0,0.0,1,True,False,True,False,0.004703824688924741
3,3) $200 - $350,202.41,1,1,0,Womens E-Mail,0,0,0.0,1,False,True,False,True,0.008533693849332547
10,1) $0 - $100,87.99,0,1,0,No E-Mail,0,0,0.0,0,False,True,False,True,0.005600319684160187
1,1) $0 - $100,66.3,1,0,1,Womens E-Mail,0,0,0.0,1,True,False,True,False,0.0023688892469663704
12,5) $500 - $750,545.31,1,0,1,No E-Mail,0,0,0.0,0,True,False,True,False,0.004772978344487566
9,2) $100 - $200,123.03,0,1,1,Mens E-Mail,0,0,0.0,1,False,False,True,False,0.004481945828842343
9,1) $0 - $100,29.99,0,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,True,0.007136881782142936
10,2) $100 - $200,144.0,0,1,1,Mens E-Mail,0,0,0.0,1,False,False,False,True,0.006493971631518954
5,5) $500 - $750,669.42,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,True,0.011915772659346936
3,3) $200 - $350,201.6,0,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.008861997749696999
5,5) $500 - $750,742.11,1,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,True,0.011796444606623201
12,2) $100 - $200,100.74,0,1,1,Mens E-Mail,1,0,0.0,1,True,False,True,False,0.005411622787646352
6,3) $200 - $350,223.93,1,1,1,Mens E-Mail,1,1,211.24,1,False,True,False,True,0.01065885512268342
10,2) $100 - $200,100.02,0,1,0,Mens E-Mail,0,0,0.0,1,False,False,True,False,0.0027009685462876334
