rank,recency,history_segment,history,mens,womens,newbie,segment,visit,conversion,spend,treatment,zip_code_Surburban,zip_code_Urban,channel_Phone,channel_Web,ite,allocated,discount_tier,tier_cost,ite_multiplier,expected_incremental_conversion
170,4,"7) $1,000 +",1588.38,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,True,0.014601196027874266,1,low,5.0,1.0,0.014601196027874266
171,2,"7) $1,000 +",1072.64,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.014601188511955555,1,low,5.0,1.0,0.014601188511955555
172,6,"6) $750 - $1,000",956.9,1,1,1,Womens E-Mail,1,0,0.0,1,False,True,False,False,0.014600668949642882,1,low,5.0,1.0,0.014600668949642882
173,5,"6) $750 - $1,000",985.57,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.014599999309003776,1,low,5.0,1.0,0.014599999309003776
174,4,"7) $1,000 +",1587.28,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,True,0.014597877219047838,1,low,5.0,1.0,0.014597877219047838
175,1,"7) $1,000 +",1454.8,1,1,1,Womens E-Mail,1,0,0.0,1,False,False,False,False,0.014592973706144157,1,low,5.0,1.0,0.014592973706144157
176,12,"6) $750 - $1,000",890.77,1,1,1,Womens E-Mail,1,0,0.0,1,True,False,False,False,0.014585526425333348,1,low,5.0,1.0,0.014585526425333348
177,1,"7) $1,000 +",1092.29,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.014573304638939716,1,low,5.0,1.0,0.014573304638939716
178,4,"7) $1,000 +",1360.04,1,1,1,No E-Mail,1,0,0.0,0,False,False,False,False,0.01456858301239669,1,low,5.0,1.0,0.01456858301239669
179,10,"6) $750 - $1,000",941.14,1,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,False,0.01456315796449129,1,low,5.0,1.0,0.01456315796449129
180,12,"6) $750 - $1,000",882.78,1,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,False,0.014561419804857726,1,low,5.0,1.0,0.014561419804857726
181,1,"7) $1,000 +",1661.71,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,True,0.014560930291484996,1,low,5.0,1.0,0.014560930291484996
182,2,"7) $1,000 +",1632.75,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,True,0.014560724973433498,1,low,5.0,1.0,0.014560724973433498
183,3,"7) $1,000 +",1027.01,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.014550688154688969,1,low,5.0,1.0,0.014550688154688969
184,6,"7) $1,000 +",1868.8,1,1,1,No E-Mail,0,0,0.0,0,False,False,False,True,0.014547531177762231,1,low,5.0,1.0,0.014547531177762231
185,12,"6) $750 - $1,000",762.73,1,1,1,Womens E-Mail,1,0,0.0,1,False,True,False,False,0.01453785805210895,1,low,5.0,1.0,0.01453785805210895
186,2,"7) $1,000 +",1158.25,1,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.014520841377447717,1,low,5.0,1.0,0.014520841377447717
187,5,"6) $750 - $1,000",958.92,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.014519593622436155,1,low,5.0,1.0,0.014519593622436155
188,1,"7) $1,000 +",1073.74,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.01451733745373036,1,low,5.0,1.0,0.01451733745373036
189,4,"6) $750 - $1,000",986.7,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.014516238763746574,1,low,5.0,1.0,0.014516238763746574
190,1,"7) $1,000 +",1072.35,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.014513143686213325,1,low,5.0,1.0,0.014513143686213325
191,1,"7) $1,000 +",1072.3,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.014512992831266669,1,low,5.0,1.0,0.014512992831266669
192,1,"7) $1,000 +",1071.38,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.014510217100248197,1,low,5.0,1.0,0.014510217100248197
193,5,"6) $750 - $1,000",954.34,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.014505775309322472,1,low,5.0,1.0,0.014505775309322472
194,11,"6) $750 - $1,000",892.86,1,1,1,Womens E-Mail,1,0,0.0,1,True,False,False,False,0.014504662295051938,1,low,5.0,1.0,0.014504662295051938
195,3,"7) $1,000 +",1118.27,1,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,False,0.014487387629153251,1,low,5.0,1.0,0.014487387629153251
196,8,"6) $750 - $1,000",861.14,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.014486091289910671,1,low,5.0,1.0,0.014486091289910671
197,2,"7) $1,000 +",1146.39,1,1,1,Mens E-Mail,1,0,0.0,1,True,False,False,False,0.014485058584100928,1,low,5.0,1.0,0.014485058584100928
198,2,"7) $1,000 +",1139.32,1,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,False,0.014463727694643776,1,low,5.0,1.0,0.014463727694643776
199,1,"7) $1,000 +",1168.05,1,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.014463239079940656,1,low,5.0,1.0,0.014463239079940656
200,2,"7) $1,000 +",2659.89,0,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,True,0.014461361196990971,1,low,5.0,1.0,0.014461361196990971
201,4,"7) $1,000 +",1080.58,1,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.014460843037415627,1,low,5.0,1.0,0.014460843037415627
202,3,"7) $1,000 +",1570.59,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,True,0.014460351970802452,1,low,5.0,1.0,0.014460351970802452
203,7,"6) $750 - $1,000",879.21,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.014453440400580504,1,low,5.0,1.0,0.014453440400580504
204,2,"7) $1,000 +",1023.46,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.014452807586424768,1,low,5.0,1.0,0.014452807586424768
205,9,"6) $750 - $1,000",820.22,1,1,1,No E-Mail,1,0,0.0,0,False,True,False,False,0.014449801468619072,1,low,5.0,1.0,0.014449801468619072
206,3,"6) $750 - $1,000",993.27,1,1,1,Womens E-Mail,1,0,0.0,1,False,True,False,False,0.014448891236685538,1,low,5.0,1.0,0.014448891236685538
207,11,"6) $750 - $1,000",759.7,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.014441546375289972,1,low,5.0,1.0,0.014441546375289972
208,6,"6) $750 - $1,000",901.09,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.014432284658185517,1,low,5.0,1.0,0.014432284658185517
209,2,"7) $1,000 +",2204.57,1,1,1,No E-Mail,0,0,0.0,0,False,True,True,False,0.014424375114372077,1,low,5.0,1.0,0.014424375114372077
210,8,"6) $750 - $1,000",839.79,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.014421676227688585,1,low,5.0,1.0,0.014421676227688585
211,2,"7) $1,000 +",1012.64,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.014420162575968423,1,low,5.0,1.0,0.014420162575968423
212,1,"7) $1,000 +",2344.22,1,1,1,Mens E-Mail,0,0,0.0,1,True,False,True,False,0.014419902139158353,1,low,5.0,1.0,0.014419902139158353
213,6,"7) $1,000 +",1008.2,1,1,1,No E-Mail,1,0,0.0,0,True,False,False,False,0.014416805150739736,1,low,5.0,1.0,0.014416805150739736
214,1,"7) $1,000 +",1726.14,1,1,1,Womens E-Mail,1,0,0.0,1,True,False,False,True,0.014416681001573697,1,low,5.0,1.0,0.014416681001573697
215,4,"6) $750 - $1,000",952.99,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.014414532358711134,1,low,5.0,1.0,0.014414532358711134
216,3,"6) $750 - $1,000",981.46,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.014413259298285401,1,low,5.0,1.0,0.014413259298285401
217,3,"7) $1,000 +",2809.79,1,0,1,Womens E-Mail,0,0,0.0,1,True,False,False,False,0.014412567926040806,1,low,5.0,1.0,0.014412567926040806
218,1,"7) $1,000 +",1149.71,1,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,False,0.014407905485507255,1,low,5.0,1.0,0.014407905485507255
219,3,"6) $750 - $1,000",977.64,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.014401733980360886,1,low,5.0,1.0,0.014401733980360886
220,1,"7) $1,000 +",1146.36,1,1,1,Womens E-Mail,1,0,0.0,1,True,False,False,False,0.014397798204081306,1,low,5.0,1.0,0.014397798204081306
221,5,"6) $750 - $1,000",918.32,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.01439709940575153,1,low,5.0,1.0,0.01439709940575153
222,6,"7) $1,000 +",1001.59,1,1,1,Mens E-Mail,1,0,0.0,1,True,False,False,False,0.014396862126791818,1,low,5.0,1.0,0.014396862126791818
223,7,"6) $750 - $1,000",971.76,1,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,False,0.01439403193266851,1,low,5.0,1.0,0.01439403193266851
224,5,"7) $1,000 +",1027.8,1,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,False,0.014388770422777237,1,low,5.0,1.0,0.014388770422777237
225,7,"7) $1,000 +",1430.26,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,True,0.014385641945724389,1,low,5.0,1.0,0.014385641945724389
226,2,"7) $1,000 +",1000.81,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.014384470295589626,1,low,5.0,1.0,0.014384470295589626
227,1,"7) $1,000 +",1029.36,1,1,1,No E-Mail,1,0,0.0,0,False,True,False,False,0.01438343860307854,1,low,5.0,1.0,0.01438343860307854
228,9,"6) $750 - $1,000",910.07,1,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,False,0.014382246833587659,1,low,5.0,1.0,0.014382246833587659
229,1,"7) $1,000 +",1028.23,1,1,1,Womens E-Mail,1,0,0.0,1,False,True,False,False,0.014380029281284117,1,low,5.0,1.0,0.014380029281284117
230,6,"6) $750 - $1,000",881.48,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.014373119348107057,1,low,5.0,1.0,0.014373119348107057
231,2,"6) $750 - $1,000",993.41,1,1,1,Womens E-Mail,1,0,0.0,1,False,True,False,False,0.014362143763484544,1,low,5.0,1.0,0.014362143763484544
232,1,"7) $1,000 +",1594.34,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,True,0.014357668336360773,1,low,5.0,1.0,0.014357668336360773
233,9,"6) $750 - $1,000",901.05,1,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.014355032601210927,1,low,5.0,1.0,0.014355032601210927
234,2,"7) $1,000 +",1099.5,1,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.014343586815126982,1,low,5.0,1.0,0.014343586815126982
235,2,"6) $750 - $1,000",985.22,1,1,1,Mens E-Mail,1,0,0.0,1,False,True,False,False,0.014337433723222302,1,low,5.0,1.0,0.014337433723222302
236,3,"7) $1,000 +",1310.4,1,1,1,Mens E-Mail,0,0,0.0,1,False,False,False,False,0.014331644354305041,1,low,5.0,1.0,0.014331644354305041
237,4,"6) $750 - $1,000",925.23,1,1,1,No E-Mail,1,0,0.0,0,False,True,False,False,0.014330777692327754,1,low,5.0,1.0,0.014330777692327754
238,1,"7) $1,000 +",1011.09,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.01432831620557046,1,low,5.0,1.0,0.01432831620557046
239,3,"7) $1,000 +",1065.52,1,1,1,Womens E-Mail,1,0,0.0,1,True,False,False,False,0.014328235660431229,1,low,5.0,1.0,0.014328235660431229
240,5,"7) $1,000 +",1006.96,1,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,False,0.01432589408101104,1,low,5.0,1.0,0.01432589408101104
241,3,"7) $1,000 +",1064.2,1,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,False,0.014324253089839511,1,low,5.0,1.0,0.014324253089839511
242,11,5) $500 - $750,720.68,1,1,1,Mens E-Mail,1,0,0.0,1,False,True,False,False,0.014323819174919674,1,low,5.0,1.0,0.014323819174919674
243,2,"6) $750 - $1,000",978.6,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.014317460528285055,1,low,5.0,1.0,0.014317460528285055
244,1,"7) $1,000 +",1006.25,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.014313713446734162,1,low,5.0,1.0,0.014313713446734162
245,4,"6) $750 - $1,000",919.07,1,1,1,Womens E-Mail,1,0,0.0,1,False,True,False,False,0.01431219236289974,1,low,5.0,1.0,0.01431219236289974
246,6,"6) $750 - $1,000",860.66,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.014310303348319519,1,low,5.0,1.0,0.014310303348319519
247,6,"6) $750 - $1,000",860.07,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.014308523259948979,1,low,5.0,1.0,0.014308523259948979
248,1,"7) $1,000 +",1001.75,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.014300136501535127,1,low,5.0,1.0,0.014300136501535127
249,3,"7) $1,000 +",1054.18,1,1,1,Mens E-Mail,1,0,0.0,1,True,False,False,False,0.01429402175852966,1,low,5.0,1.0,0.01429402175852966
250,1,"7) $1,000 +",1109.54,1,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.014286708621363867,1,low,5.0,1.0,0.014286708621363867
251,10,5) $500 - $750,735.91,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.014282599724619444,1,low,5.0,1.0,0.014282599724619444
252,2,"6) $750 - $1,000",966.6,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.014281255341087627,1,low,5.0,1.0,0.014281255341087627
253,5,"6) $750 - $1,000",990.7,1,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.014276836052358527,1,low,5.0,1.0,0.014276836052358527
254,3,"6) $750 - $1,000",935.05,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.014273235736799353,1,low,5.0,1.0,0.014273235736799353
255,3,"7) $1,000 +",1047.25,1,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,False,0.014273113262923146,1,low,5.0,1.0,0.014273113262923146
256,9,"6) $750 - $1,000",872.6,1,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.014269196136563694,1,low,5.0,1.0,0.014269196136563694
257,2,"7) $1,000 +",1073.69,1,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,False,0.014265715491663182,1,low,5.0,1.0,0.014265715491663182
258,4,"6) $750 - $1,000",901.44,1,1,1,Mens E-Mail,1,0,0.0,1,False,True,False,False,0.014259000908708856,1,low,5.0,1.0,0.014259000908708856
259,4,"6) $750 - $1,000",900.85,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.014257220820338312,1,low,5.0,1.0,0.014257220820338312
260,1,"6) $750 - $1,000",985.89,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.014252285312455863,1,low,5.0,1.0,0.014252285312455863
261,10,5) $500 - $750,725.33,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.014250678817907047,1,low,5.0,1.0,0.014250678817907047
262,1,"6) $750 - $1,000",985.0,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.014249600094405387,1,low,5.0,1.0,0.014249600094405387
263,7,"6) $750 - $1,000",923.48,1,1,1,Womens E-Mail,1,1,33.45,1,True,False,False,False,0.014248366396177528,1,low,5.0,1.0,0.014248366396177528
264,1,"6) $750 - $1,000",982.19,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.014241122046403324,1,low,5.0,1.0,0.014241122046403324
265,3,"6) $750 - $1,000",922.47,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.014235280632220716,1,low,5.0,1.0,0.014235280632220716
266,11,"6) $750 - $1,000",799.39,1,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,False,0.014222654057773313,1,low,5.0,1.0,0.014222654057773313
267,1,"7) $1,000 +",1087.24,1,1,1,Mens E-Mail,1,0,0.0,1,True,False,False,False,0.014219427315155317,1,low,5.0,1.0,0.014219427315155317
268,2,"7) $1,000 +",1057.46,1,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.014216747975978663,1,low,5.0,1.0,0.014216747975978663
269,10,5) $500 - $750,711.59,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.014209223878565994,1,low,5.0,1.0,0.014209223878565994
270,4,"6) $750 - $1,000",884.15,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.014206835268155228,1,low,5.0,1.0,0.014206835268155228
271,9,"6) $750 - $1,000",851.66,1,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,False,0.014206018084904183,1,low,5.0,1.0,0.014206018084904183
272,2,"6) $750 - $1,000",940.8,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.014203414188613157,1,low,5.0,1.0,0.014203414188613157
273,12,"7) $1,000 +",1003.38,1,1,1,Mens E-Mail,1,0,0.0,1,False,False,False,False,0.01418986344332352,1,low,5.0,1.0,0.01418986344332352
274,2,"6) $750 - $1,000",936.03,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.014189022626702182,1,low,5.0,1.0,0.014189022626702182
275,9,"6) $750 - $1,000",844.96,1,1,1,Mens E-Mail,1,0,0.0,1,True,False,False,False,0.014185803522052287,1,low,5.0,1.0,0.014185803522052287
276,1,"7) $1,000 +",1073.12,1,1,1,Mens E-Mail,1,0,0.0,1,True,False,False,False,0.014176825878219676,1,low,5.0,1.0,0.014176825878219676
277,1,"7) $1,000 +",1072.94,1,1,1,No E-Mail,1,0,0.0,0,True,False,False,False,0.014176282800411716,1,low,5.0,1.0,0.014176282800411716
278,1,"7) $1,000 +",1072.86,1,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,False,0.014176041432497065,1,low,5.0,1.0,0.014176041432497065
279,1,"7) $1,000 +",1072.84,1,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,False,0.014175981090518402,1,low,5.0,1.0,0.014175981090518402
280,1,"7) $1,000 +",1534.12,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,True,0.014175978638608353,1,low,5.0,1.0,0.014175978638608353
281,2,"7) $1,000 +",1286.73,1,1,1,Womens E-Mail,1,0,0.0,1,False,False,False,False,0.014173059755506489,1,low,5.0,1.0,0.014173059755506489
282,5,"6) $750 - $1,000",952.06,1,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,False,0.01416025534958281,1,low,5.0,1.0,0.01416025534958281
283,1,"7) $1,000 +",2126.23,0,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.014155816161070247,1,low,5.0,1.0,0.014155816161070247
284,1,"7) $1,000 +",1064.96,1,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.014152206350925426,1,low,5.0,1.0,0.014152206350925426
285,3,"6) $750 - $1,000",894.24,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.014150107929338771,1,low,5.0,1.0,0.014150107929338771
286,2,"7) $1,000 +",1607.49,1,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,True,0.014145872080210762,1,low,5.0,1.0,0.014145872080210762
287,4,"6) $750 - $1,000",863.52,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.014144592517164985,1,low,5.0,1.0,0.014144592517164985
288,9,5) $500 - $750,717.66,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.014140367802038398,1,low,5.0,1.0,0.014140367802038398
289,2,"7) $1,000 +",1031.56,1,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.014138605113610881,1,low,5.0,1.0,0.014138605113610881
290,7,"6) $750 - $1,000",774.05,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.01413616227677372,1,low,5.0,1.0,0.01413616227677372
291,5,"6) $750 - $1,000",943.74,1,1,1,Womens E-Mail,1,0,0.0,1,True,False,False,False,0.014135153086459263,1,low,5.0,1.0,0.014135153086459263
292,1,"6) $750 - $1,000",945.73,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.014131118619301806,1,low,5.0,1.0,0.014131118619301806
293,10,5) $500 - $750,685.48,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.01413044742542226,1,low,5.0,1.0,0.01413044742542226
294,3,"6) $750 - $1,000",999.75,1,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.014129801063599998,1,low,5.0,1.0,0.014129801063599998
295,10,5) $500 - $750,684.57,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.014127701865393121,1,low,5.0,1.0,0.014127701865393121
296,4,"7) $1,000 +",2047.64,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,True,False,0.014125241512900979,1,low,5.0,1.0,0.014125241512900979
297,6,"6) $750 - $1,000",910.27,1,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.0141213406522194,1,low,5.0,1.0,0.0141213406522194
298,7,"6) $750 - $1,000",769.0,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.014120925927161469,1,low,5.0,1.0,0.014120925927161469
299,4,"6) $750 - $1,000",966.12,1,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.014115505893530837,1,low,5.0,1.0,0.014115505893530837
300,8,5) $500 - $750,737.8,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.014113962307499787,1,low,5.0,1.0,0.014113962307499787
301,8,"6) $750 - $1,000",849.3,1,1,1,Womens E-Mail,1,0,0.0,1,True,False,False,False,0.014111727864370396,1,low,5.0,1.0,0.014111727864370396
302,5,"6) $750 - $1,000",822.91,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.014109237996542654,1,low,5.0,1.0,0.014109237996542654
303,5,"6) $750 - $1,000",822.87,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.01410911731258533,1,low,5.0,1.0,0.01410911731258533
304,3,"6) $750 - $1,000",880.15,1,1,1,Mens E-Mail,1,1,110.36,1,False,True,False,False,0.014107597005371123,1,low,5.0,1.0,0.014107597005371123
305,2,"7) $1,000 +",2081.2,0,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,False,0.01410712606316353,1,low,5.0,1.0,0.01410712606316353
306,1,"7) $1,000 +",1049.71,1,1,1,Womens E-Mail,1,0,0.0,1,True,False,False,False,0.014106195592195362,1,low,5.0,1.0,0.014106195592195362
307,1,"7) $1,000 +",1865.51,1,1,1,No E-Mail,0,0,0.0,0,False,False,False,True,0.014101755587014132,1,low,5.0,1.0,0.014101755587014132
308,2,"6) $750 - $1,000",905.83,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.01409790623892199,1,low,5.0,1.0,0.01409790623892199
309,1,"6) $750 - $1,000",934.62,1,1,1,Womens E-Mail,1,0,0.0,1,False,True,False,False,0.014097598650154856,1,low,5.0,1.0,0.014097598650154856
310,2,"7) $1,000 +",1016.97,1,1,1,Mens E-Mail,1,0,0.0,1,True,False,False,False,0.014094585640176677,1,low,5.0,1.0,0.014094585640176677
311,6,"6) $750 - $1,000",898.09,1,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,False,0.014084592387214013,1,low,5.0,1.0,0.014084592387214013
312,10,5) $500 - $750,670.13,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.014084134956798885,1,low,5.0,1.0,0.014084134956798885
313,2,"7) $1,000 +",1013.3,1,1,1,No E-Mail,1,0,0.0,0,True,False,False,False,0.01408351288709213,1,low,5.0,1.0,0.01408351288709213
314,2,"7) $1,000 +",1012.62,1,1,1,Mens E-Mail,1,0,0.0,1,True,False,False,False,0.01408146125981761,1,low,5.0,1.0,0.01408146125981761
315,3,"6) $750 - $1,000",871.28,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.014080835337834361,1,low,5.0,1.0,0.014080835337834361
316,1,"7) $1,000 +",1041.21,1,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,False,0.014080550251263852,1,low,5.0,1.0,0.014080550251263852
317,4,"6) $750 - $1,000",953.57,1,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.014077641301920194,1,low,5.0,1.0,0.014077641301920194
318,2,"7) $1,000 +",1011.05,1,1,1,Mens E-Mail,1,0,0.0,1,True,False,False,False,0.014076724414492613,1,low,5.0,1.0,0.014076724414492613
319,1,"6) $750 - $1,000",926.66,1,1,1,Womens E-Mail,1,0,0.0,1,False,True,False,False,0.01407358254264723,1,low,5.0,1.0,0.01407358254264723
320,1,"7) $1,000 +",1037.99,1,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.01407083519269921,1,low,5.0,1.0,0.01407083519269921
321,6,"6) $750 - $1,000",780.47,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.014068362184872715,1,low,5.0,1.0,0.014068362184872715
322,9,5) $500 - $750,693.47,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.014067384178846253,1,low,5.0,1.0,0.014067384178846253
323,2,"6) $750 - $1,000",895.0,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.014065231057476313,1,low,5.0,1.0,0.014065231057476313
324,6,"6) $750 - $1,000",779.35,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.01406498303406762,1,low,5.0,1.0,0.01406498303406762
325,11,5) $500 - $750,634.7,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.014064409008650108,1,low,5.0,1.0,0.014064409008650108
326,9,5) $500 - $750,692.25,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.014063703318147845,1,low,5.0,1.0,0.014063703318147845
327,12,5) $500 - $750,717.0,1,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.014061245143725273,1,low,5.0,1.0,0.014061245143725273
328,11,5) $500 - $750,630.97,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.014053155229629574,1,low,5.0,1.0,0.014053155229629574
329,10,"6) $750 - $1,000",770.9,1,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,False,0.014049527042117127,1,low,5.0,1.0,0.014049527042117127
330,4,"6) $750 - $1,000",942.83,1,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,False,0.014045237659378497,1,low,5.0,1.0,0.014045237659378497
331,7,5) $500 - $750,742.24,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.014040188359711207,1,low,5.0,1.0,0.014040188359711207
332,5,"6) $750 - $1,000",799.62,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.014038969762390312,1,low,5.0,1.0,0.014038969762390312
333,4,"6) $750 - $1,000",828.07,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.014037636359985919,1,low,5.0,1.0,0.014037636359985919
334,10,5) $500 - $750,653.52,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.014034020943519777,1,low,5.0,1.0,0.014034020943519777
335,3,"6) $750 - $1,000",854.8,1,1,1,No E-Mail,1,0,0.0,0,False,True,False,False,0.014031113547416561,1,low,5.0,1.0,0.014031113547416561
336,2,"7) $1,000 +",1239.58,1,1,1,No E-Mail,0,0,0.0,0,False,False,False,False,0.014030803540809931,1,low,5.0,1.0,0.014030803540809931
337,10,5) $500 - $750,652.24,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.014030159056885386,1,low,5.0,1.0,0.014030159056885386
338,2,"6) $750 - $1,000",881.42,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.014024258853964557,1,low,5.0,1.0,0.014024258853964557
339,2,"6) $750 - $1,000",880.88,1,1,1,Mens E-Mail,1,0,0.0,1,False,True,False,False,0.014022629620540673,1,low,5.0,1.0,0.014022629620540673
