recency,history_segment,history,mens,womens,newbie,segment,visit,conversion,spend,treatment,zip_code_Surburban,zip_code_Urban,channel_Phone,channel_Web,ite,ite_per_dollar,cum_cost,allocated
4,3) $200 - $350,226.26,1,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,True,0.010152904254922183,0.0010152904254922184,39730.0,0
6,5) $500 - $750,673.2,1,1,1,No E-Mail,0,0,0.0,0,False,True,True,False,0.010152759789368276,0.0010152759789368276,39740.0,0
6,5) $500 - $750,654.96,0,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,False,0.010152698348998523,0.0010152698348998522,39750.0,0
3,5) $500 - $750,741.45,0,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,False,0.010152137634569094,0.0010152137634569093,39760.0,0
2,3) $200 - $350,283.76,1,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,True,0.010152047709473264,0.0010152047709473264,39770.0,0
1,"6) $750 - $1,000",817.36,1,1,1,Womens E-Mail,1,0,0.0,1,False,True,True,False,0.01015185543630856,0.001015185543630856,39780.0,0
3,"7) $1,000 +",1397.57,1,0,1,Mens E-Mail,0,0,0.0,1,True,False,False,False,0.010151760470711613,0.0010151760470711612,39790.0,0
11,"6) $750 - $1,000",884.26,1,1,1,No E-Mail,0,0,0.0,0,False,False,True,False,0.010151338558409998,0.0010151338558409997,39800.0,0
1,3) $200 - $350,334.66,1,1,0,No E-Mail,0,0,0.0,0,True,False,False,False,0.010150095296913412,0.0010150095296913412,39810.0,0
9,5) $500 - $750,567.13,0,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,False,0.01014921615085757,0.001014921615085757,39820.0,0
2,3) $200 - $350,282.67,1,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,True,0.010148759071636166,0.0010148759071636165,39830.0,0
11,5) $500 - $750,527.24,1,1,1,No E-Mail,0,0,0.0,0,False,True,True,False,0.010148233364348381,0.001014823336434838,39840.0,0
2,3) $200 - $350,305.15,1,1,0,Womens E-Mail,1,0,0.0,1,True,False,False,False,0.0101482305744487,0.00101482305744487,39850.0,0
4,5) $500 - $750,598.85,0,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.010147710167930115,0.0010147710167930115,39860.0,0
1,3) $200 - $350,311.2,1,1,1,Mens E-Mail,1,0,0.0,1,True,False,False,True,0.01014766703714642,0.001014766703714642,39870.0,0
2,5) $500 - $750,656.51,0,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.010147336358310496,0.0010147336358310496,39880.0,0
1,5) $500 - $750,685.25,0,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.010146877914596706,0.0010146877914596706,39890.0,0
3,3) $200 - $350,275.36,1,1,0,Mens E-Mail,0,0,0.0,1,True,False,False,False,0.010145521064282716,0.0010145521064282715,39900.0,0
2,"6) $750 - $1,000",768.07,0,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.010145282941117093,0.0010145282941117092,39910.0,0
10,5) $500 - $750,536.91,0,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.010145209288150344,0.0010145209288150345,39920.0,0
3,"7) $1,000 +",1283.1,1,0,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.01014503413000964,0.0010145034130009639,39930.0,0
1,"6) $750 - $1,000",927.27,1,1,1,No E-Mail,0,0,0.0,0,True,False,True,False,0.010144823805875511,0.0010144823805875512,39940.0,0
1,"6) $750 - $1,000",814.98,1,1,1,No E-Mail,0,0,0.0,0,False,True,True,False,0.01014467474084774,0.001014467474084774,39950.0,0
10,5) $500 - $750,536.66,0,1,1,No E-Mail,1,0,0.0,0,True,False,False,False,0.010144455013417064,0.0010144455013417065,39960.0,0
10,5) $500 - $750,536.59,0,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,False,0.010144243816491746,0.0010144243816491746,39970.0,0
1,3) $200 - $350,332.69,1,1,0,Mens E-Mail,0,0,0.0,1,True,False,False,False,0.010144151612015167,0.0010144151612015166,39980.0,0
10,4) $350 - $500,424.08,0,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.010143430989698686,0.0010143430989698686,39990.0,0
2,3) $200 - $350,280.85,1,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,True,0.010143267951577889,0.0010143267951577889,40000.0,0
4,3) $200 - $350,222.32,1,1,1,Womens E-Mail,1,0,0.0,1,True,False,False,True,0.010141016885125694,0.0010141016885125693,40010.0,0
5,4) $350 - $500,437.01,1,1,1,Mens E-Mail,1,0,0.0,1,False,False,False,True,0.010140509229260275,0.0010140509229260276,40020.0,0
1,"7) $1,000 +",1873.15,0,1,1,Womens E-Mail,0,0,0.0,1,False,True,True,False,0.01013893154429989,0.001013893154429989,40030.0,0
3,3) $200 - $350,250.41,1,1,1,Womens E-Mail,1,0,0.0,1,True,False,False,True,0.010138597327105377,0.0010138597327105376,40040.0,0
1,5) $500 - $750,551.9,1,1,1,Mens E-Mail,0,0,0.0,1,False,False,False,True,0.010138464257479796,0.0010138464257479795,40050.0,0
2,"7) $1,000 +",1227.03,0,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,True,0.010138280819682204,0.0010138280819682204,40060.0,0
1,"6) $750 - $1,000",812.8,1,1,1,No E-Mail,0,0,0.0,0,False,True,True,False,0.01013809746517354,0.001013809746517354,40070.0,0
6,"6) $750 - $1,000",780.37,1,1,1,Womens E-Mail,0,0,0.0,1,True,False,True,False,0.010137461307858482,0.0010137461307858481,40080.0,0
4,5) $500 - $750,595.38,0,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.010137240834632192,0.0010137240834632191,40090.0,0
1,"7) $1,000 +",1367.81,0,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,True,0.010137217166262908,0.0010137217166262908,40100.0,0
1,5) $500 - $750,681.86,0,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.010136649949213431,0.001013664994921343,40110.0,0
5,"7) $1,000 +",1052.37,1,1,1,Mens E-Mail,0,0,0.0,1,False,False,True,False,0.010135523857746851,0.0010135523857746852,40120.0,0
3,3) $200 - $350,271.97,1,1,0,No E-Mail,0,0,0.0,0,True,False,False,False,0.010135293098899443,0.0010135293098899442,40130.0,0
5,5) $500 - $750,565.22,0,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.010133414997860954,0.0010133414997860954,40140.0,0
1,"7) $1,000 +",1253.57,0,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,True,0.01013118475831555,0.001013118475831555,40150.0,0
4,4) $350 - $500,485.46,1,1,0,Mens E-Mail,0,0,0.0,1,False,False,False,False,0.01013116492431428,0.001013116492431428,40160.0,0
10,4) $350 - $500,419.41,0,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.010129341137681023,0.0010129341137681022,40170.0,0
3,"7) $1,000 +",1963.55,1,0,1,No E-Mail,0,0,0.0,0,True,False,False,True,0.010129007302926962,0.0010129007302926963,40180.0,0
2,"6) $750 - $1,000",780.7,1,1,1,No E-Mail,0,0,0.0,0,False,True,True,False,0.010128418456472051,0.001012841845647205,40190.0,0
6,5) $500 - $750,534.24,0,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.010127115139964556,0.0010127115139964555,40200.0,0
2,3) $200 - $350,298.03,1,1,0,Mens E-Mail,0,0,0.0,1,True,False,False,False,0.010126748830044894,0.0010126748830044893,40210.0,0
4,5) $500 - $750,703.98,0,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,False,0.010126256804596756,0.0010126256804596757,40220.0,0
4,5) $500 - $750,591.42,0,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.010125293122857041,0.001012529312285704,40230.0,0
3,3) $200 - $350,245.97,1,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,True,0.010125201407842328,0.0010125201407842328,40240.0,0
7,5) $500 - $750,504.61,0,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.01012488836562787,0.0010124888365627871,40250.0,0
11,3) $200 - $350,258.31,1,1,1,No E-Mail,1,0,0.0,0,False,False,False,True,0.010124372852221692,0.0010124372852221692,40260.0,0
3,5) $500 - $750,731.88,0,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,False,0.010123263997779146,0.0010123263997779146,40270.0,0
4,3) $200 - $350,216.34,1,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,True,0.010122974633505644,0.0010122974633505644,40280.0,0
1,"7) $1,000 +",1333.55,1,0,1,Womens E-Mail,1,0,0.0,1,False,True,False,False,0.010122907037082234,0.0010122907037082233,40290.0,0
5,5) $500 - $750,561.73,0,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.010122885322584367,0.0010122885322584366,40300.0,0
4,3) $200 - $350,216.27,1,1,1,No E-Mail,0,0,0.0,0,True,False,False,True,0.010122763436580326,0.0010122763436580325,40310.0,0
4,3) $200 - $350,216.25,1,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,True,0.010122703094601662,0.0010122703094601663,40320.0,0
8,5) $500 - $750,586.86,0,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.010121573645756379,0.001012157364575638,40330.0,0
9,5) $500 - $750,688.42,1,1,1,Womens E-Mail,0,0,0.0,1,True,False,True,False,0.01012154866211308,0.0010121548662113081,40340.0,0
7,5) $500 - $750,745.73,1,1,1,No E-Mail,0,0,0.0,0,True,False,True,False,0.010120118867866871,0.0010120118867866872,40350.0,0
9,4) $350 - $500,445.23,0,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.010120072765082526,0.0010120072765082526,40360.0,0
10,5) $500 - $750,658.52,1,1,1,No E-Mail,0,0,0.0,0,True,False,True,False,0.010118507271064453,0.0010118507271064453,40370.0,0
3,3) $200 - $350,243.2,1,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,True,0.010116844043797589,0.001011684404379759,40380.0,0
1,"7) $1,000 +",1161.31,1,1,1,No E-Mail,0,0,0.0,0,False,False,True,False,0.010115527147314316,0.0010115527147314316,40390.0,0
3,"6) $750 - $1,000",972.84,0,1,1,Womens E-Mail,0,0,0.0,1,False,False,False,False,0.010114845663835133,0.0010114845663835134,40400.0,0
1,"6) $750 - $1,000",917.26,1,1,1,Mens E-Mail,1,0,0.0,1,True,False,True,False,0.010114622645554992,0.0010114622645554991,40410.0,0
6,5) $500 - $750,641.74,0,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,False,0.01011281230110269,0.001011281230110269,40420.0,0
11,3) $200 - $350,277.08,1,1,0,Womens E-Mail,0,0,0.0,1,False,False,False,False,0.010112650917992355,0.0010112650917992354,40430.0,0
11,5) $500 - $750,515.31,1,1,1,Mens E-Mail,1,0,0.0,1,False,True,True,False,0.010112239374076272,0.0010112239374076271,40440.0,0
7,5) $500 - $750,500.21,0,1,1,Mens E-Mail,1,0,0.0,1,False,True,False,False,0.010111613130322147,0.0010111613130322147,40450.0,0
3,"6) $750 - $1,000",858.46,1,1,1,Womens E-Mail,0,0,0.0,1,True,False,True,False,0.010111556962390855,0.0010111556962390856,40460.0,0
3,3) $200 - $350,263.66,1,1,0,Mens E-Mail,0,0,0.0,1,True,False,False,False,0.010110221006765225,0.0010110221006765225,40470.0,0
1,5) $500 - $750,673.05,0,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.010110069307612653,0.0010110069307612654,40480.0,0
9,5) $500 - $750,572.36,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,True,False,0.010110025134107449,0.001011002513410745,40490.0,0
4,"6) $750 - $1,000",942.26,0,1,1,Mens E-Mail,1,0,0.0,1,False,False,False,False,0.010109752645511984,0.0010109752645511983,40500.0,0
5,5) $500 - $750,687.62,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,True,False,0.010109096488932226,0.0010109096488932225,40510.0,0
2,"6) $750 - $1,000",774.26,1,1,1,Womens E-Mail,1,0,0.0,1,False,True,True,False,0.010108988339342765,0.0010108988339342765,40520.0,0
11,5) $500 - $750,739.73,0,1,1,No E-Mail,0,0,0.0,0,False,False,False,False,0.010108888667948804,0.0010108888667948804,40530.0,0
2,"7) $1,000 +",1329.42,0,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,True,0.0101085606052721,0.00101085606052721,40540.0,0
11,5) $500 - $750,626.31,1,1,1,Mens E-Mail,0,0,0.0,1,True,False,True,False,0.010108496381480321,0.0010108496381480321,40550.0,0
4,5) $500 - $750,716.31,1,1,1,No E-Mail,0,0,0.0,0,False,True,True,False,0.01010848719027178,0.001010848719027178,40560.0,0
6,5) $500 - $750,528.0,0,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.010108288442621894,0.0010108288442621893,40570.0,0
1,3) $200 - $350,320.15,1,1,0,Womens E-Mail,0,0,0.0,1,True,False,False,False,0.010106317191393856,0.0010106317191393855,40580.0,0
9,5) $500 - $750,552.89,0,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.010106252662049958,0.0010106252662049958,40590.0,0
5,4) $350 - $500,448.13,1,1,0,Womens E-Mail,0,0,0.0,1,False,False,False,False,0.01010570648819258,0.001010570648819258,40600.0,0
10,5) $500 - $750,654.23,1,1,1,No E-Mail,0,0,0.0,0,True,False,True,False,0.010105563916641374,0.0010105563916641374,40610.0,0
6,5) $500 - $750,527.07,0,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.010105482540614094,0.0010105482540614095,40620.0,0
2,"6) $750 - $1,000",885.01,1,1,1,Mens E-Mail,0,0,0.0,1,True,False,True,False,0.010104491072013534,0.0010104491072013533,40630.0,0
1,"6) $750 - $1,000",801.49,1,1,1,No E-Mail,0,0,0.0,0,False,True,True,False,0.010103974076239964,0.0010103974076239963,40640.0,0
2,3) $200 - $350,267.66,1,1,1,Mens E-Mail,1,0,0.0,1,True,False,False,True,0.010103472416650052,0.0010103472416650053,40650.0,0
2,"6) $750 - $1,000",754.01,0,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,False,0.01010286253011744,0.001010286253011744,40660.0,0
3,5) $500 - $750,612.68,0,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.010102266779123521,0.001010226677912352,40670.0,0
2,5) $500 - $750,641.55,0,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.010102200558271036,0.0010102200558271036,40680.0,0
5,5) $500 - $750,684.93,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,True,False,0.010100980492802135,0.0010100980492802134,40690.0,0
9,3) $200 - $350,308.27,1,1,1,Mens E-Mail,0,0,0.0,1,False,False,False,True,0.010100767380817057,0.0010100767380817057,40700.0,0
1,"6) $750 - $1,000",911.82,1,1,1,Womens E-Mail,1,1,29.99,1,True,False,True,False,0.010098209627358825,0.0010098209627358826,40710.0,0
2,3) $200 - $350,265.71,1,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,True,0.010097589073730468,0.0010097589073730468,40720.0,0
9,"7) $1,000 +",1011.13,0,1,1,No E-Mail,0,0,0.0,0,False,True,False,True,0.010097078229383223,0.0010097078229383224,40730.0,0
1,"6) $750 - $1,000",911.35,1,1,1,Mens E-Mail,0,0,0.0,1,True,False,True,False,0.010096791590860259,0.001009679159086026,40740.0,0
10,5) $500 - $750,520.81,0,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,False,0.01009663399532713,0.001009663399532713,40750.0,0
2,"7) $1,000 +",1212.93,0,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,True,0.010095739724725227,0.0010095739724725228,40760.0,0
1,"6) $750 - $1,000",910.98,1,1,1,Mens E-Mail,0,0,0.0,1,True,False,True,False,0.010095675264255005,0.0010095675264255005,40770.0,0
4,5) $500 - $750,581.48,0,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.01009530315946184,0.001009530315946184,40780.0,0
2,5) $500 - $750,638.94,0,1,1,No E-Mail,1,0,0.0,0,False,True,False,False,0.010094325930055596,0.0010094325930055596,40790.0,0
4,3) $200 - $350,206.6,1,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,True,0.010093588089897064,0.0010093588089897065,40800.0,0
4,5) $500 - $750,710.92,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,True,False,0.010092225027022266,0.0010092225027022266,40810.0,0
10,4) $350 - $500,407.1,0,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.010092200649814326,0.0010092200649814327,40820.0,0
11,4) $350 - $500,377.62,0,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.010090426440317612,0.0010090426440317612,40830.0,0
5,5) $500 - $750,681.43,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,True,False,0.01009042064653622,0.001009042064653622,40840.0,0
12,3) $200 - $350,240.81,1,1,0,No E-Mail,0,0,0.0,0,False,False,False,False,0.01009039060673976,0.001009039060673976,40850.0,0
5,5) $500 - $750,550.8,0,1,1,Womens E-Mail,1,0,0.0,1,False,True,False,False,0.010089908431245378,0.0010089908431245378,40860.0,0
5,5) $500 - $750,550.72,0,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.01008966706333073,0.001008966706333073,40870.0,0
2,5) $500 - $750,749.54,0,1,1,Womens E-Mail,1,0,0.0,1,True,False,False,False,0.010089376097886397,0.0010089376097886398,40880.0,0
1,"6) $750 - $1,000",908.64,1,1,1,Mens E-Mail,0,0,0.0,1,True,False,True,False,0.010088615252751508,0.0010088615252751509,40890.0,0
2,3) $200 - $350,262.72,1,1,1,No E-Mail,0,0,0.0,0,True,False,False,True,0.010088567947920443,0.0010088567947920443,40900.0,0
1,5) $500 - $750,535.26,1,1,1,Mens E-Mail,0,0,0.0,1,False,False,False,True,0.010088259731232698,0.0010088259731232698,40910.0,0
1,3) $200 - $350,314.02,1,1,0,No E-Mail,1,0,0.0,0,True,False,False,False,0.010087822374933837,0.0010087822374933836,40920.0,0
1,5) $500 - $750,665.49,0,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.010087260039678275,0.0010087260039678275,40930.0,0
2,5) $500 - $750,748.76,0,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.010087022760718566,0.0010087022760718566,40940.0,0
1,"6) $750 - $1,000",795.74,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,True,False,0.01008662575737453,0.001008662575737453,40950.0,0
10,5) $500 - $750,517.29,0,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.010086013807082551,0.001008601380708255,40960.0,0
4,3) $200 - $350,203.99,1,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,True,0.010085713461681625,0.0010085713461681625,40970.0,0
2,3) $200 - $350,261.23,1,1,1,Womens E-Mail,1,0,0.0,1,True,False,False,True,0.010084072470510096,0.0010084072470510097,40980.0,0
4,3) $200 - $350,203.02,1,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,True,0.0100827868757165,0.0010082786875716498,40990.0,0
7,4) $350 - $500,382.71,1,1,0,Womens E-Mail,0,0,0.0,1,False,False,False,False,0.010082667610091195,0.0010082667610091195,41000.0,0
1,3) $200 - $350,289.57,1,1,1,No E-Mail,0,0,0.0,0,True,False,False,True,0.010082407187223058,0.0010082407187223057,41010.0,0
12,3) $200 - $350,237.78,1,1,0,Mens E-Mail,0,0,0.0,1,False,False,False,False,0.01008124879697241,0.0010081248796972408,41020.0,0
3,"6) $750 - $1,000",961.53,0,1,1,Womens E-Mail,0,0,0.0,1,False,False,False,False,0.010080722274901558,0.0010080722274901559,41030.0,0
2,5) $500 - $750,634.2,0,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.010080024881112613,0.0010080024881112613,41040.0,0
3,"6) $750 - $1,000",847.96,1,1,1,Womens E-Mail,0,0,0.0,1,True,False,True,False,0.010079877423593108,0.0010079877423593109,41050.0,0
1,"6) $750 - $1,000",905.64,1,1,1,No E-Mail,0,0,0.0,0,True,False,True,False,0.01007956395595215,0.001007956395595215,41060.0,0
4,"6) $750 - $1,000",818.79,1,1,1,No E-Mail,0,0,0.0,0,True,False,True,False,0.010079038514765656,0.0010079038514765656,41070.0,0
3,3) $200 - $350,253.14,1,1,0,No E-Mail,0,0,0.0,0,True,False,False,False,0.010078481125988813,0.0010078481125988814,41080.0,0
2,3) $200 - $350,259.02,1,1,1,No E-Mail,0,0,0.0,0,True,False,False,True,0.010077404681867902,0.0010077404681867901,41090.0,0
1,5) $500 - $750,531.19,1,1,1,Womens E-Mail,0,0,0.0,1,False,False,False,True,0.010075980138574903,0.0010075980138574904,41100.0,0
9,5) $500 - $750,561.0,1,1,1,No E-Mail,0,0,0.0,0,False,True,True,False,0.01007575089022722,0.001007575089022722,41110.0,0
1,3) $200 - $350,309.85,1,1,0,Womens E-Mail,1,0,0.0,1,True,False,False,False,0.010075241072382732,0.0010075241072382733,41120.0,0
6,5) $500 - $750,647.33,1,1,1,Womens E-Mail,1,0,0.0,1,False,True,True,False,0.010074707439968491,0.001007470743996849,41130.0,0
10,5) $500 - $750,531.57,1,1,1,No E-Mail,0,0,0.0,0,False,True,True,False,0.010074127535677158,0.0010074127535677157,41140.0,0
2,5) $500 - $750,744.47,0,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.010074079406295485,0.0010074079406295485,41150.0,0
2,"6) $750 - $1,000",762.27,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,True,False,0.010072813323134668,0.0010072813323134667,41160.0,0
1,"6) $750 - $1,000",772.58,0,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,False,0.010071720190253831,0.001007172019025383,41170.0,0
3,4) $350 - $500,494.58,1,1,0,No E-Mail,0,0,0.0,0,False,False,False,False,0.010071510999532697,0.0010071510999532696,41180.0,0
9,5) $500 - $750,541.32,0,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,False,0.010071344827393771,0.0010071344827393771,41190.0,0
2,5) $500 - $750,631.14,0,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.010070792558377267,0.0010070792558377266,41200.0,0
2,"6) $750 - $1,000",873.54,1,1,1,No E-Mail,0,0,0.0,0,True,False,True,False,0.010069884947250661,0.0010069884947250661,41210.0,0
6,5) $500 - $750,515.12,0,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.010069428208363321,0.001006942820836332,41220.0,0
8,5) $500 - $750,569.43,0,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.010068985611352116,0.0010068985611352116,41230.0,0
10,3) $200 - $350,268.81,1,1,1,Mens E-Mail,0,0,0.0,1,False,False,False,True,0.010068882523967811,0.001006888252396781,41240.0,0
9,5) $500 - $750,540.36,0,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.010068448412417977,0.0010068448412417978,41250.0,0
9,5) $500 - $750,670.72,1,1,1,No E-Mail,0,0,0.0,0,True,False,True,False,0.010068146010996875,0.0010068146010996876,41260.0,0
6,5) $500 - $750,626.63,0,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.010067223936223262,0.0010067223936223262,41270.0,0
1,"6) $750 - $1,000",770.7,0,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.010066048044259568,0.0010066048044259568,41280.0,0
9,5) $500 - $750,557.71,1,1,1,Mens E-Mail,1,0,0.0,1,False,True,True,False,0.010065824634737257,0.0010065824634737258,41290.0,0
1,"7) $1,000 +",1314.55,1,0,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.010065582157352974,0.0010065582157352975,41300.0,0
2,5) $500 - $750,741.64,0,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.01006554101631476,0.001006554101631476,41310.0,0
1,"7) $1,000 +",1144.7,1,1,1,Womens E-Mail,0,0,0.0,1,False,False,True,False,0.01006541313403521,0.0010065413134035211,41320.0,0
2,5) $500 - $750,741.09,0,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,False,0.010063881611901544,0.0010063881611901543,41330.0,0
5,5) $500 - $750,672.56,1,1,1,No E-Mail,1,0,0.0,0,False,True,True,False,0.010063658978999454,0.0010063658978999453,41340.0,0
9,5) $500 - $750,669.18,1,1,1,Womens E-Mail,0,0,0.0,1,True,False,True,False,0.010063499678639874,0.0010063499678639874,41350.0,0
6,"6) $750 - $1,000",755.58,1,1,1,Mens E-Mail,1,0,0.0,1,True,False,True,False,0.010062667425306464,0.0010062667425306464,41360.0,0
9,5) $500 - $750,556.57,1,1,1,No E-Mail,0,0,0.0,0,False,True,True,False,0.010062385141953501,0.0010062385141953502,41370.0,0
1,"7) $1,000 +",1313.01,1,0,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.01006093582499597,0.0010060935824995972,41380.0,0
2,3) $200 - $350,276.16,1,1,0,Mens E-Mail,0,0,0.0,1,True,False,False,False,0.010060764876377583,0.0010060764876377584,41390.0,0
3,5) $500 - $750,598.9,0,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.010060691155825141,0.001006069115582514,41400.0,0
1,3) $200 - $350,281.98,1,1,1,Mens E-Mail,1,0,0.0,1,True,False,False,True,0.010059507406320686,0.0010059507406320685,41410.0,0
5,5) $500 - $750,652.91,0,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,False,0.010059343429134001,0.0010059343429134001,41420.0,0
1,3) $200 - $350,281.91,1,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,True,0.010059296209395366,0.0010059296209395366,41430.0,0
3,3) $200 - $350,223.81,1,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,True,0.010058342495484414,0.0010058342495484413,41440.0,0
5,5) $500 - $750,652.17,0,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,False,0.010057110775923491,0.001005711077592349,41450.0,0
2,"6) $750 - $1,000",756.88,1,1,1,No E-Mail,1,0,0.0,0,False,True,True,False,0.010056551159885158,0.0010056551159885157,41460.0,0
6,5) $500 - $750,510.81,0,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.010056424511961579,0.0010056424511961579,41470.0,0
2,3) $200 - $350,274.61,1,1,0,Womens E-Mail,0,0,0.0,1,True,False,False,False,0.010056088373031248,0.0010056088373031247,41480.0,0
4,5) $500 - $750,568.43,0,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.010055930018384635,0.0010055930018384636,41490.0,0
5,5) $500 - $750,651.67,0,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.010055602226456933,0.0010055602226456933,41500.0,0
3,"6) $750 - $1,000",839.56,1,1,1,Mens E-Mail,0,0,0.0,1,True,False,True,False,0.010054533792554908,0.0010054533792554908,41510.0,0
1,5) $500 - $750,653.78,0,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.010051929811171454,0.0010051929811171454,41520.0,0
4,5) $500 - $750,566.97,0,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.010051525053942283,0.0010051525053942282,41530.0,0
3,"7) $1,000 +",1281.51,0,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,True,0.010051181262438,0.0010051181262437999,41540.0,0
9,5) $500 - $750,552.8,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,True,False,0.010051010678975642,0.0010051010678975643,41550.0,0
3,3) $200 - $350,243.84,1,1,0,Womens E-Mail,0,0,0.0,1,True,False,False,False,0.010050422105910806,0.0010050422105910806,41560.0,0
2,"6) $750 - $1,000",754.83,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,True,False,0.010050366107072262,0.0010050366107072263,41570.0,0
5,5) $500 - $750,537.6,0,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.010050082725328209,0.001005008272532821,41580.0,0
6,5) $500 - $750,508.58,0,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.010049696381340723,0.0010049696381340724,41590.0,0
8,5) $500 - $750,563.03,0,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,False,0.010049676178180155,0.0010049676178180156,41600.0,0
